Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1779481145.7373402,48672,1779481145,733583166,imu_link,0.011363007128238678,-0.003168978728353977,0.9869497418403625,0.16056938469409943,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2998737692832947,0.015562310814857483,9.66539192199707,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.737362,48673,1779481145,738583166,imu_link,0.011363007128238678,-0.003168978728353977,0.9869497418403625,0.16056938469409943,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2998737692832947,0.015562310814857483,9.66539192199707,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7373755,48674,1779481145,743583166,imu_link,0.012075462378561497,-0.0029792720451951027,0.9869413375854492,0.16057249903678894,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.3124433159828186,0.014365210197865963,9.57979965209961,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7393832,48675,1779481145,748583166,imu_link,0.012410992756485939,-0.0023199100978672504,0.9869375824928284,0.16058096289634705,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2561795711517334,0.038307227194309235,9.588178634643555,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7442656,48676,1779481145,753583166,imu_link,0.012410992756485939,-0.0023199100978672504,0.9869375824928284,0.16058096289634705,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2561795711517334,0.038307227194309235,9.588178634643555,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7495325,48677,1779481145,758583166,imu_link,0.013132383115589619,-0.0021357452496886253,0.9869282245635986,0.16058345139026642,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2950853407382965,0.016759412363171577,9.643844604492188,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7717085,48678,1779481145,767583166,imu_link,0.014274169690907001,-0.002369331195950508,0.9869124293327332,0.16058024764060974,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.272938996553421,-0.0005985504249110818,9.680953979492188,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7774303,48679,1779481145,772583166,imu_link,0.014274169690907001,-0.002369331195950508,0.9869124293327332,0.16058024764060974,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.272938996553421,-0.0005985504249110818,9.680953979492188,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.7996805,48680,1779481145,813583166,imu_link,0.011662384495139122,0.0008290734840556979,0.986941933631897,0.16062504053115845,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2454056739807129,0.0293289702385664,9.657011985778809,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8049235,48681,1779481145,815583166,imu_link,0.012165811844170094,0.0003732079057954252,0.9869371652603149,0.16061845421791077,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28790274262428284,0.0065840547904372215,9.59057331085205,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8103702,48682,1779481145,820583166,imu_link,0.012165811844170094,0.0003732079057954252,0.9869371652603149,0.16061845421791077,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28790274262428284,0.0065840547904372215,9.59057331085205,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8158944,48683,1779481145,825583166,imu_link,0.012641454115509987,-0.00019453003187663853,0.9869325160980225,0.16061052680015564,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2651578485965729,0.015562310814857483,9.670180320739746,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8216677,48684,1779481145,830583166,imu_link,0.013244068250060081,-0.0006242990493774414,0.986925482749939,0.16060400009155273,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28790274262428284,0.012569558806717396,9.64803409576416,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8282738,48685,1779481145,835583166,imu_link,0.013244068250060081,-0.0006242990493774414,0.986925482749939,0.16060400009155273,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28790274262428284,0.012569558806717396,9.64803409576416,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8338025,48686,1779481145,840583166,imu_link,0.013986961916089058,-0.0006848213379271328,0.9869155287742615,0.16060204803943634,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.29388824105262756,0.03232172131538391,9.622296333312988,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8559601,48687,1779481145,849583166,imu_link,0.015053102746605873,-0.0011513393837958574,0.986900806427002,0.16059377789497375,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28131869435310364,0.02693476900458336,9.636661529541016,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8767595,48688,1779481145,889583166,imu_link,0.014546802267432213,-0.004644325468689203,0.9869067668914795,0.1605408638715744,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2914940416812897,0.0,9.671377182006836,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.882575,48689,1779481145,891583166,imu_link,0.014575853943824768,-0.003970447462052107,0.9869075417518616,0.160551056265831,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28311434388160706,0.026336219161748886,9.643245697021484,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8881562,48690,1779481145,896583166,imu_link,0.014575853943824768,-0.003970447462052107,0.9869075417518616,0.160551056265831,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28311434388160706,0.026336219161748886,9.643245697021484,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8937116,48691,1779481145,901583166,imu_link,0.014465326443314552,-0.003238477511331439,0.9869101643562317,0.16056184470653534,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.27712884545326233,0.0065840547904372215,9.615114212036133,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.8993976,48692,1779481145,906583166,imu_link,0.01480796281248331,-0.002581575885415077,0.9869052767753601,0.16057179868221283,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.30226796865463257,0.032920271158218384,9.653421401977539,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9052665,48693,1779481145,911583166,imu_link,0.01480796281248331,-0.002581575885415077,0.9869052767753601,0.16057179868221283,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.30226796865463257,0.032920271158218384,9.653421401977539,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9116218,48694,1779481145,916583166,imu_link,0.014651372097432613,-0.001852734130807221,0.9869075417518616,0.16058270633220673,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2795230448246002,0.023343466222286224,9.642048835754395,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.933158,48695,1779481145,925583166,imu_link,0.01397961936891079,-0.0008960462873801589,0.9869162440299988,0.1605970710515976,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2693476974964142,0.02513911761343479,9.619902610778809,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9385874,48696,1779481145,930583166,imu_link,0.01397961936891079,-0.0008960462873801589,0.9869162440299988,0.1605970710515976,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2693476974964142,0.02513911761343479,9.619902610778809,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9599326,48697,1779481145,969583166,imu_link,0.017503339797258377,-0.0026264232583343983,0.9868618845939636,0.16056691110134125,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.33099839091300964,0.0077811554074287415,9.676764488220215,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9658802,48698,1779481145,971583166,imu_link,0.016984032467007637,-0.002192713087424636,0.9868708252906799,0.16057465970516205,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28969839215278625,0.03411737456917763,9.608530044555664,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.97127,48699,1779481145,976583166,imu_link,0.016984032467007637,-0.002192713087424636,0.9868708252906799,0.16057465970516205,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28969839215278625,0.03411737456917763,9.608530044555664,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9768872,48700,1779481145,981583166,imu_link,0.0165708027780056,-0.0015786989824846387,0.9868771433830261,0.16058534383773804,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.30885201692581177,0.033518824726343155,9.639654159545898,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9824526,48701,1779481145,986583166,imu_link,0.01587304100394249,-0.0013315732358023524,0.9868882894515991,0.16059020161628723,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28730419278144836,0.02693476900458336,9.600749015808105,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.988678,48702,1779481145,991583166,imu_link,0.01587304100394249,-0.0013315732358023524,0.9868882894515991,0.16059020161628723,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28730419278144836,0.02693476900458336,9.600749015808105,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481145.9946187,48703,1779481145,996583166,imu_link,0.015486309304833412,-0.0006947125657461584,0.986893355846405,0.16060075163841248,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.29807811975479126,0.033518824726343155,9.642048835754395,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.0162957,48704,1779481146,5583166,imu_link,0.01652439869940281,-0.0012325459392741323,0.9868776798248291,0.16059048473834991,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.3262099623680115,0.02513911761343479,9.637858390808105,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.0376287,48705,1779481146,46583166,imu_link,0.012937108054757118,-0.0007135470514185727,0.9869297742843628,0.16060318052768707,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.27653029561042786,0.02693476900458336,9.617507934570312,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.0431774,48706,1779481146,48583166,imu_link,0.013568243943154812,-0.0009574436699040234,0.9869217276573181,0.16059914231300354,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2885012924671173,0.017956512048840523,9.626486778259277,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.0490358,48707,1779481146,53583166,imu_link,0.013568243943154812,-0.0009574436699040234,0.9869217276573181,0.16059914231300354,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2885012924671173,0.017956512048840523,9.626486778259277,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.054916,48708,1779481146,58583166,imu_link,0.014304142445325851,-0.0008782565710134804,0.9869113564491272,0.16059927642345428,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.28730419278144836,0.031124621629714966,9.609726905822754,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.060605,48709,1779481146,63583166,imu_link,0.014536974020302296,-0.00017500139074400067,0.9869066476821899,0.1606089174747467,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2777273952960968,0.043095629662275314,9.648633003234863,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.066576,48710,1779481146,68583166,imu_link,0.014536974020302296,-0.00017500139074400067,0.9869066476821899,0.1606089174747467,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2777273952960968,0.043095629662275314,9.648633003234863,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
1779481146.0726702,48711,1779481146,73583166,imu_link,0.015266203321516514,-2.3496380890719593e-05,0.9868956208229065,0.16060946881771088,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.0024999999441206455,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.0,0.0,0.0,0.019999999552965164,0.2968810200691223,0.04908113554120064,9.661202430725098,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.03999999910593033
