Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1781070405.2697716,1862,1781070405,634332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,-0.04511708766222,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,5.380000114440918
1781070405.3140905,1863,1781070405,697332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,-0.024348905310034752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,13.450000762939453
1781070405.3620887,1864,1781070405,731332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,0.0,-1.575398325920105,1.225650668144226,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-78.01000213623047,16.139999389648438
1781070405.4062457,1865,1781070405,791332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.025566350668668747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11000061035156,-317.4200134277344,-69.94000244140625,2.690000057220459
1781070405.45474,1866,1781070405,825332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,16.139999389648438
1781070405.4983358,1867,1781070405,859332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,18.829999923706055
1781070405.512673,1868,1781070405,894332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.225650668144226,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,5.380000114440918
1781070405.5639286,1869,1781070405,928332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,-0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-67.25,2.690000057220459
1781070405.5890937,1870,1781070405,972332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.03486320376396179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,16.139999389648438
1781070405.636719,1871,1781070406,6332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,-0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,2.690000057220459
1781070405.6807523,1872,1781070406,63332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.02691194787621498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-320.1100158691406,-69.94000244140625,5.380000114440918
1781070405.728589,1873,1781070406,97332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-67.25,8.069999694824219
1781070405.7533548,1874,1781070406,137332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,8.069999694824219
1781070405.8016713,1875,1781070406,171332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,10.760000228881836
1781070405.8453858,1876,1781070406,228332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,16.139999389648438
1781070405.8959541,1877,1781070406,262332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.2271846532821655,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,16.139999389648438
1781070405.9320776,1878,1781070406,318332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,-0.027392517775297165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-69.94000244140625,5.380000114440918
1781070405.9809632,1879,1781070406,352332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.2271846532821655,0.6059224009513855,0.0,0.0,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,13.450000762939453
1781070406.02544,1880,1781070406,386332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-78.01000213623047,0.0
1781070406.0398436,1881,1781070406,423332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,-0.04145894572138786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-67.25,8.069999694824219
1781070406.0880094,1882,1781070406,457332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-320.1100158691406,-69.94000244140625,5.380000114440918
1781070406.1226327,1883,1781070406,502332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11000061035156,-317.4200134277344,-78.01000213623047,2.690000057220459
1781070406.1720564,1884,1781070406,536332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-314.7300109863281,-69.94000244140625,10.760000228881836
1781070406.1906707,1885,1781070406,574332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,0.0,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-67.25,16.139999389648438
1781070406.2394547,1886,1781070406,608332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-67.25,16.139999389648438
1781070406.2648451,1887,1781070406,646332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,-0.04036791995167732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11000061035156,-317.4200134277344,-69.94000244140625,8.069999694824219
1781070406.3123996,1888,1781070406,680332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.5738643407821655,1.225650668144226,0.6059224009513855,0.0,0.0,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,16.139999389648438
1781070406.3463738,1889,1781070406,732332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0015339809469878674,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,0.029499635100364685,-0.029499635100364685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42000198364258,-317.4200134277344,-67.25,8.069999694824219
1781070406.3954473,1890,1781070406,766332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,-0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,8.069999694824219
1781070406.439599,1891,1781070406,800332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.0,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,13.450000762939453
1781070406.455403,1892,1781070406,838332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0015339809469878674,0.0,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,2.3009712094790302e-05,0.04036791995167732,-0.04036791995167732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-322.8000183105469,-69.94000244140625,10.760000228881836
1781070406.503164,1893,1781070406,872332452,base_link,"['wheel_left_joint', 'wheel_right_joint', 'joint1', 'joint2', 'joint3', 'joint4', 'gripper']",0.0,0.0015339809469878674,-0.0015339808305725455,-1.575398325920105,1.2271846532821655,0.6059224009513855,0.0,-0.04511708766222,0.04511708766222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72999954223633,-317.4200134277344,-69.94000244140625,2.690000057220459
